Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0.2327980000000105,1000,,,,-0.00546875,0.0275390625,-0.96494140625,-0.00010545835762005822,-1.1213394789351527,16.0256656685951,0.010306441392147625,0,0,0.17809127623984572,0,0,0,0,0.062109375,,
0.23445200000000108,1000,,,,-0.01318359375,0.0259765625,-0.9689453125,-0.00006095953335163467,-0.6310770859972545,16.024907544173153,0.05452863316425849,0,0,0.8738098569335806,0,0,0,0,0.09765625,,
0.7324529999999985,1000,,,,-0.01259765625,0.02890625,-0.97412109375,-0.00006502185159093732,-0.16019399073077062,16.023709233020007,0.12728727493485878,0,0,2.0396090800142734,0,0,0,0,0.1095703125,,
1.2327027500000012,1000,,,,0,0.01552734375,-0.9654296875,-0.00005681665219134994,0.15072233979363261,16.025483604239337,0.036801062903342306,0,0,0.5897451579574015,0,0,0,0,0.09248046875,,
1.7574522500000007,1000,,,,0,0.015234375,-0.96552734375,0.00002055103328264592,-0.3663550869661042,16.025616173669967,-0.0001572610199816804,0,0,0.024517111541469013,0,0,0,0,0.0732421875,,
2.2841024999999995,1000,,,,0,0.015625,-0.96552734375,-0.00022364642519439936,-0.7941852234522124,16.025598972768183,-0.0018271646036489785,0,0,0.029236834543464135,0,0,0,0,0.06474609375,,
2.8076024999999993,1000,,,,0,0.01552734375,-0.965234375,-0.00019273152477827747,-0.7596648096813456,16.025907984089773,-0.0009804741277024132,0,0,0.028521016072852613,0,0,0,0,0.06103515625,,
3.3334525000000013,1000,,,,0,0.015625,-0.96552734375,-0.0001604486754379296,-1.0455813154981053,16.02610202305169,0.0015457012248517588,0,0,0.02957575293638241,0,0,0,0,0.058984375,,
3.832353,1000,,,,0,0.01572265625,-0.965234375,-0.00022500438143724507,-0.8838769368842587,16.025540428967524,0.001055280880679943,0,0,0.025385824230908342,0,0,0,0,0.05859375,,
4.330953249999998,1000,,,,0,0.015625,-0.96494140625,-0.00011124538582289467,-0.5914772981246167,16.02612802007162,-0.0022463461661522467,0,0,0.039173452316156945,0,0,0,0,0.05859375,,
4.832303500000001,1000,,,,0,0.01572265625,-0.96533203125,-0.00015181132849294242,-0.3933388398280646,16.02574443368757,-0.002985554967158155,0,0,0.05302518567024276,0,0,0,0,0.05859375,,
5.331002250000003,1000,,,,0,0.01591796875,-0.96552734375,-0.00010660034539288128,-0.4685064809578414,16.02612342806028,-0.0007228769502114929,0,0,0.03697951223279969,0,0,0,0,0.05859375,,
5.857353500000001,1000,,,,0,0.0154296875,-0.965625,-0.00008081300660814883,-0.24917809207211145,16.02637892874674,-0.003824347371472148,0,0,0.0636610421882271,0,0,0,0,0.05859375,,
6.356352499999998,1000,,,,0,0.01591796875,-0.96533203125,-0.00019316136419554245,-1.0984152159297942,16.026037495364754,0.005401965026008959,0,0,0.08657165032839995,0,0,0,0,0.05859375,,
6.856102500000001,1000,,,,0,0.015625,-0.965625,-0.000036800156707491615,-0.7118204828523845,16.026751620162123,0.0011419486063334982,0,0,0.02066043634262068,0,0,0,0,0.05859375,,
7.357852500000005,1000,,,,0,0.01533203125,-0.9654296875,-0.00006615485333450014,-0.6425480239311672,16.02694454006852,-0.0010331402657857368,0,0,0.040249119107471705,0,0,0,0,0.05859375,,
7.9060520000000025,1000,,,,0,0.0158203125,-0.96572265625,-0.000028679497156436276,-1.3170210642396334,16.026836274261807,-0.0014677394319732473,0,0,0.028580274170011154,0,0,0,0,0.05859375,,
8.408651500000001,1001.0399916666668,,,,0,0.0158203125,-0.965625,-0.00018840391352097915,-1.0579385700091206,16.026081125138123,0.0007331614952813314,0,0,0.02768332671705715,0,0,0,0,0.05859375,,
8.90985225,1014.2633083333336,,,,-0.00166015625,0.01767578125,-0.9669921875,-0.00014346390132269715,-0.7985797612082889,16.024814399746933,0.009456508580330713,0,0,0.1515406623598132,0,0,0,0,0.05908203125,,
9.407102500000002,1030.7549750000005,,,,0,0.01591796875,-0.96513671875,-0.000018909420849944735,-0.5538653697837786,16.02544291222923,0.016599467599583993,0,0,0.2660131474080694,0,0,0,0,0.06044921875,,
9.9064035,1047.416658333334,,,,-0.001171875,0.0197265625,-0.96865234375,0.0003984874267437892,0.7189686399898894,16.024876285359962,0.03410504923224637,0,0,0.5465281996050775,0,0,0,0,0.05966796875,,
10.402702749999996,1063.9716416666672,,,,-0.00400390625,0.02431640625,-0.97392578125,0.000820084904580045,1.3520057462159427,16.024526262057112,0.06337356057501495,0,0,1.0155323393626206,0,0,0,0,0.06533203125,,
10.904752749999998,1080.6916416666668,,,,-0.0134765625,0.033203125,-0.9732421875,0.0009516581953387608,4.6718652651646755,16.02399904798492,0.10116209907716393,0,0,1.6210200211309114,0,0,0,0,0.07900390625,,
11.43030225,1098.2233,,,,-0.01435546875,0.0361328125,-0.974609375,0.0012260014961854842,8.962744037009973,16.023156561896087,0.15008587982023536,0,0,2.404843705737771,0,0,0,0,0.11533203125,,
11.930102250000006,1114.8716500000005,,,,-0.0146484375,0.0357421875,-0.973046875,0.001824382518301107,13.886307792412003,16.022042438659604,0.20595438006628353,0,0,3.299806072638424,0,0,0,0,0.1544921875,,
