Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2568362499988266,1000,,,,-0.0625,0.02748046875,-0.96423828125,-0.00017074174589286933,-0.0007480990713816215,23.925989216093868,1.89431214219655,0,0,45.32329186176627,0,0,0,0,0.05875,,
1.2858879499999245,1050,,,,-0.063671875,0.02939453125,-0.9644140625,-0.0003410245735556022,0.00032854274385750226,23.924776993258682,1.9033808595899495,0,0,45.5379624576619,0,0,0,0,0.0631640625,,
8.418318899999896,1127.77777777778,,,,-0.06693359375,0.03826171875,-0.97732421875,-0.0003653337366422199,0.006138335278824423,23.919945441091453,2.0420023339732323,4376,0,48.844584882261636,0.1673663850968693,0.3426651938884398,0.0355732796707024,0.00012566802945476296,0.11369140625,,
14.845673849999928,1166.666666666668,,,,-0.063671875,0.04185546875,-0.9735546875,-0.0002456551535419643,0.013760112374511003,23.91732331147733,2.143964605719223,6155,0,51.277893409057036,0.15846661030212458,0.30902327362497184,0.023650916157163557,0.0002683305252200581,0.27623046875,,
21.186604400000014,1205.5555555555582,,,,-0.0687890625,0.03060546875,-0.97810546875,-0.0003663997820269812,0.02382323411786149,23.913136283862524,2.2762171170641854,7955,0,54.43149014205931,0.3053069589790147,0.5607364207884644,0.05010541975048314,0.00043767883513758565,0.25021484375,,
27.518275099999954,1244.4444444444418,,,,-0.06869140625,0.035859375,-0.97396484375,-0.00033197637194167586,0.038041044553387963,23.90871041692184,2.4298132739106975,9721,0,58.09370073808372,0.3381069423489509,0.5822181413264517,0.019406790760324345,0.00065483015254892,0.2133984375,,
33.82749584999998,1283.3333333333314,,,,-0.0565625,0.03876953125,-0.98064453125,-0.00005731548385485982,0.053943546250979676,23.90583247344521,2.6094337792692714,11438,0,62.38068799635591,0.12430880702423129,0.19913063962712477,0,0.0008647468060812084,0.24998046875,,
40.10430040000004,1322.22222222222,,,,-0.07458984375,0.04193359375,-0.974609375,-0.0001030671104620369,0.07405499465587996,23.902585294832747,2.844006643147498,13304,0,67.97913848485884,0.20748304693809097,0.30436156693286387,0,0.0010893793548918582,0.2487109375,,
46.397980500000045,1361.1111111111104,,,,-0.06875,0.03599609375,-0.97197265625,-0.00006766831466315213,0.09562898456951711,23.898195679835176,3.1215964057514465,14968,0,74.60052981109237,0.25194902935774827,0.33773534230390856,0.000956592613387031,0.001281935663350201,0.2785546875,,
52.78142804999987,1400,,,,-0.06783203125,0.0245703125,-0.98228515625,0.00009209228634739585,0.1211090395858779,23.89317787314976,3.4140308022400414,16687,0,81.5720449816151,0.2074714175586539,0.25459483247311443,0,0.001484695458439028,0.2887890625,,
