Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2571779000012946,1000,,,,-0.0625,0.0278515625,-0.96404296875,-0.00023835994186402357,0.0012552584702275743,23.94277530368133,1.892432357449004,0,0,45.31008319049378,0,0,0,0,0.05900390625,,
1.2840821500000357,1050,,,,-0.06298828125,0.02953125,-0.9652734375,0.00006331722340993941,0.0010891017053547387,23.942359273334578,1.9004662732009587,0,0,45.501646921756254,0,0,0,0,0.0634375,,
7.650532300000025,1088.8888888888903,,,,-0.06865234375,0.0321875,-0.9749609375,-0.0003149230674243634,0.0029145695513122165,23.94146237770269,1.964482700871704,2509,0,47.032588839039015,0.0836330991848338,0.177731696662403,0.027587266028773486,0.00006196941971523117,0.0988671875,,
13.996347400000152,1127.77777777778,,,,-0.06873046875,0.03630859375,-0.970859375,-0.00022776979279787976,0.007859610088616655,23.939777991147963,2.0409124397690577,4367,0,48.85899075880337,0.10797786632596534,0.22100210379952634,0.04806372110872823,0.0001608655294888418,0.113203125,,
20.319798150000047,1166.666666666668,,,,-0.07271484375,0.03080078125,-0.98009765625,-0.00018212061346450334,0.014970401427291967,23.93750356635495,2.1430206828201186,6160,0,51.29856499692972,0.14167062687452253,0.27618816998751866,0.02644957038006857,0.0002918304017738639,0.2703125,,
26.638904250000127,1205.5555555555582,,,,-0.07125,0.03244140625,-0.9758984375,-0.00020841422923518593,0.025927487768193383,23.9351773424964,2.275410852332877,7991,0,54.46236364505191,0.179956223653433,0.3306762799147853,0.020170482644125843,0.0004760623403970949,0.24912109375,,
33.045624950000004,1244.4444444444418,,,,-0.06966796875,0.0353125,-0.97927734375,-0.0001813047423296315,0.03799404046773562,23.933220169189035,2.424595841988904,9737,0,58.02838224049217,0.21238365597255263,0.36579594620691386,0.009199680509270565,0.0006547640658683199,0.2130859375,,
39.345103750000284,1283.3333333333314,,,,-0.06599609375,0.0278125,-0.978046875,0.00016240374351127472,0.05464244418239542,23.928844277226887,2.607591705524814,11507,0,62.39665833162016,0.3919960455386372,0.6296280017204882,0.005383278790360192,0.0008757283416585955,0.27443359375,,
45.67670585000017,1322.22222222222,,,,-0.06396484375,0.03115234375,-0.9754296875,-0.00010279181804111083,0.0760581471630513,23.92662189802469,2.84680691987167,13354,0,68.11447560170895,0.21905627925392387,0.3219656946402404,0,0.0011166260311522528,0.23984375,,
51.996853500000114,1361.1111111111104,,,,-0.0621875,0.027734375,-0.98583984375,0.0001480756622757619,0.09792455421820165,23.920974148733865,3.1187150672656103,14996,0,74.60271375130054,0.39951020959461386,0.5351029073105841,0,0.0013126450602737095,0.2795703125,,
58.3278862000001,1400,,,,-0.0662890625,0.0362109375,-0.9739453125,0.00013231990213578135,0.12285122555985502,23.91711099086237,3.404255271906348,16690,0,81.41995613482032,0.24157055565265242,0.29633448577805704,0,0.0015088805768990038,0.291171875,,
