Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.23209425000119954,1000,,,,-0.05048828125,0.02724609375,-0.97998046875,-0.0005059663088499502,0.0015284934995301231,23.981590499842277,1.9084025169860843,0,0,45.7665076796127,0,0,0,0,0.068359375,,
0.2586772500007414,1000,,,,-0.048046875,0.02626953125,-0.95927734375,-0.000554460378463315,0.0016499892503172215,23.98025183357311,1.9783809980737825,0,0,47.44204598448168,0,0,0,0,0.1560546875,,
0.7692962500003167,1000,,,,-0.0638671875,0.0291015625,-0.9748046875,-0.000463711462712283,0.0021189564178127505,23.97912555332549,2.042372035422559,0,0,48.97427853784513,0,0,0,0,0.1794921875,,
1.2772002500002269,1000,,,,-0.0625,0.02734375,-0.96416015625,-0.0003730299184078936,0.0018907991351375941,23.981483686705932,1.93069254542242,0,0,46.30084142706855,0,0,0,0,0.146484375,,
1.7931817500003615,1000,,,,-0.0625,0.02763671875,-0.9640625,-0.000331898854352349,0.0005702344486093857,23.98200165771049,1.892276471915504,0,0,45.380578294625884,0,0,0,0,0.09775390625,,
2.2936717500003985,1000,,,,-0.0625,0.02744140625,-0.96435546875,-0.0004941837015683595,0.0009343629669673642,23.98297009048802,1.8927378081985888,0,0,45.39347395507612,0,0,0,0,0.07607421875,,
2.7909265000003396,1000,,,,-0.0625,0.02763671875,-0.96416015625,-0.0004366703966089401,0.0010334631465551054,23.9819969249589,1.888733454944355,0,0,45.29560004365682,0,0,0,0,0.06640625,,
3.301390000000223,1000,,,,-0.0625,0.02763671875,-0.9640625,-0.0004303262598813376,0.0007977995313004582,23.981629013069412,1.8941677392688114,0,0,45.425225921847485,0,0,0,0,0.0615234375,,
3.819782500000577,1000,,,,-0.0625,0.028125,-0.96416015625,-0.00045320496364917366,-0.00002163360634273026,23.980685097446003,1.8950003876661334,0,0,45.44340780480555,0,0,0,0,0.059375,,
4.318501500000152,1000,,,,-0.0625,0.02734375,-0.96435546875,-0.00040971182456764376,0.0004398560133748508,23.981847895796168,1.8907616608698325,0,0,45.34395885571641,0,0,0,0,0.05859375,,
4.818450750000589,1000,,,,-0.0625,0.02705078125,-0.96435546875,-0.0005555549524946365,0.0015488778717235251,23.98186852803955,1.890817233897445,0,0,45.345330786031596,0,0,0,0,0.05859375,,
