Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2340200999995885,1000,,,,-0.0625,0.0281640625,-0.963984375,0.00011150415104325337,0.00043195942014167876,23.980867265880683,1.907998300840234,0,0,45.75545438092912,0,0,0,0,0.05875,,
1.2381847000002117,1050,,,,-0.062890625,0.02896484375,-0.96416015625,0.00015506000700933668,0.0007301344038726721,23.980210662352825,1.9168510912535004,0,0,45.96649279961253,0,0,0,0,0.062890625,,
7.560504300000286,1088.8888888888903,,,,-0.06544921875,0.0301171875,-0.975859375,0.00022490998347308194,-0.0009635227488201903,23.981430318331896,1.9775292293116022,2514,0,47.42397923058632,0.0638064699536285,0.1345343892991612,0.030131373202374485,0.00002031786309159548,0.10462890625,,
13.880098200000232,1127.77777777778,,,,-0.06400390625,0.03509765625,-0.97388671875,-0.00003629417422117624,-0.004188248154671829,23.98047970377219,2.0566527213990917,4378,0,49.31952025944023,0.09696111169596941,0.19662309886707086,0.3644108780274149,0.00008491355938888683,0.11796875,,
20.26303925000026,1166.666666666668,,,,-0.0684765625,0.03892578125,-0.9742578125,-0.00019733107465596107,-0.008684634659054868,23.978731110281764,2.1606710176857113,6168,0,51.810148362905046,0.1526910591379076,0.29479334621222725,0.25920303638336156,0.00016761955297080994,0.207578125,,
26.666257700000223,1205.5555555555582,,,,-0.06494140625,0.03607421875,-0.97541015625,0.00004267392703098582,-0.014919673519370602,23.97843182282041,2.2964652451736063,7999,0,55.06563704302704,0.09896159918494506,0.1795662300881559,0.33799511856156256,0.00027092779609233676,0.2278125,,
33.0391051500003,1244.4444444444418,,,,-0.07009765625,0.04029296875,-0.97625,-0.00022268163966334675,-0.023961631599892314,23.976032251967116,2.458287457936157,9760,0,58.939976500702095,0.22765181581554214,0.38614546403188277,0.32608079893505454,0.0004065996047113844,0.24166015625,,
39.43130365000022,1283.3333333333314,,,,-0.06759765625,0.03470703125,-0.96998046875,-0.00039527206040655476,-0.03230741003519319,23.974193976996776,2.639169368786711,11519,0,63.2719589396661,0.4767315789649667,0.7540097806310115,0.08570487031512115,0.0005106234859075762,0.3,,
45.792474350000255,1322.22222222222,,,,-0.083203125,0.0385546875,-0.982421875,-0.0006310304959415775,-0.045868821939365194,23.970918918557615,2.8913333742860736,13380,0,69.30792268849862,0.8841861688194989,1.2761307458745241,0.05712859543844848,0.0006618488670019752,0.2617578125,,
52.124681050000284,1361.1111111111104,,,,-0.070234375,0.0319921875,-0.98578125,-0.0006898591058769849,-0.05857168746858062,23.965893052233724,3.1661636017958803,15085,0,75.87993985970574,1.0897656534933857,1.4373165210971226,0.05876015721575342,0.0007719391857474612,0.3078515625,,
58.52450585000026,1400,,,,-0.06498046875,0.03833984375,-0.97150390625,-0.0005655435423104926,-0.07314946946117988,23.961626775007325,3.451397641346879,16679,0,82.7011011344359,0.9880313353001113,1.1946925746252504,0.07616572607308181,0.0008845039034784675,0.282890625,,
