Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2349155500000157,1000,,,,-0.0625,0.0276171875,-0.9601953125,-0.00006429323516959846,-0.0004720653212191117,23.918655777868956,1.9206519250380512,0,0,45.93941210388987,0,0,0,0,0.05896484375,,
1.278285249999966,1050,,,,-0.06337890625,0.02822265625,-0.96005859375,-0.000007432093231047447,-0.00009034563789311556,23.91493856510906,1.9310293396942095,0,0,46.180447181548836,0,0,0,0,0.0608984375,,
7.61953454999994,1088.8888888888903,,,,-0.067890625,0.0389453125,-0.976328125,-0.0001537469525348518,-0.0018179558668546013,23.91133519842633,1.9912343277832614,2539,0,47.61307245273725,0.04572025025973157,0.09601685933419436,0.10844259916447425,0.00003817923658855325,0.1037109375,,
13.973932499999943,1127.77777777778,,,,-0.06537109375,0.0425390625,-0.97287109375,-0.000237814131128026,-0.005157556222363109,23.907373054886115,2.066660880630902,4382,0,49.40843147894186,0.10976467626432937,0.22220859466067272,0.0838057892544756,0.00010440383295930038,0.12392578125,,
20.343484599999925,1166.666666666668,,,,-0.06572265625,0.04732421875,-0.9704296875,-0.0007264235544569647,-0.010157529384906154,23.902055377931624,2.168649572025986,6182,0,51.83518335033431,0.47020484417787145,0.907153554018133,0.022288216461665962,0.000195962326077588,0.2059375,,
26.7376522499999,1205.5555555555582,,,,-0.07298828125,0.04828125,-0.97494140625,-0.0011901574616056626,-0.015327580477326146,23.896706471129427,2.30335417890886,8016,0,55.042578496360285,0.9989919933163212,1.815028423319582,0.015572342103904164,0.00027847451102072917,0.24197265625,,
33.064990399999935,1244.4444444444418,,,,-0.06685546875,0.03462890625,-0.9804296875,-0.0014335779636100658,-0.02282335662344968,23.890783900594464,2.457958788867089,9760,0,58.72256179999692,1.4653446034935207,2.4966571886758815,0.016410771403586787,0.000388676479223916,0.24798828125,,
39.40085974999986,1283.3333333333314,,,,-0.0602734375,0.027109375,-0.9878125,-0.0016410910085201038,-0.03228547078815344,23.886648858060475,2.6455855123172993,11531,0,63.19417454124995,1.981601573655382,3.1356590387818644,0.016376345292531572,0.0005109000225733577,0.3241015625,,
45.74424329999994,1322.22222222222,,,,-0.06869140625,0.03841796875,-0.97208984375,-0.002110354461404998,-0.04260284493864085,23.879045257491153,2.8829397714538665,13306,0,68.84186015561248,2.9405616044629768,4.271804904118422,0.014504041296726342,0.000618891819947388,0.3003515625,,
52.06514344999985,1361.1111111111104,,,,-0.0767578125,0.04072265625,-0.9681640625,-0.002861778765685547,-0.054993516973899474,23.87128398384306,3.162342611855264,15059,0,75.4891962851316,4.512975859496452,5.977931325424624,0.01225728724484952,0.0007285414284730532,0.30484375,,
58.37050369999994,1400,,,,-0.07203125,0.04634765625,-0.97423828125,-0.002744218366017935,-0.06923871152179198,23.861347212475042,3.4453983120635336,16708,0,82.21184624326168,4.801639396211446,5.840407046479459,0.01450057990027259,0.000842205469875392,0.442265625,,
