Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2854485499998183,1000,,,,-0.0625,0.02755859375,-0.963828125,0,0,24.02997910474032,1.92081584051541,0,0,46.15716479978908,0,0,0,0,0.0591015625,,
1.256912600000659,1050,,,,-0.06310546875,0.02869140625,-0.96462890625,0,0,24.02976647815252,1.9318730301202305,0,0,46.42245748952045,0,0,0,0,0.0623046875,,
7.592638600000701,1088.8888888888903,,,,-0.0655859375,0.03513671875,-0.975703125,0,0,24.028496243994297,1.9949697992545827,2527,0,47.936123771373644,0,0,0,0,0.09935546875,,
13.9261441500007,1127.77777777778,,,,-0.06341796875,0.0375390625,-0.97572265625,0,0,24.02639605479248,2.0768265420901373,4387,0,49.89865652382516,0,0,0,0,0.113125,,
20.228633700000632,1166.666666666668,,,,-0.0714453125,0.03140625,-0.97837890625,0,0,24.025078282160166,2.172633481714661,6181,0,52.19769020074051,0,0,0,0,0.24796875,,
26.545365950000704,1205.5555555555582,,,,-0.06884765625,0.03251953125,-0.9734375,0,0,24.022330297504986,2.307540934682728,8014,0,55.43251246528443,0,0,0,0,0.24529296875,,
32.908089800000674,1244.4444444444418,,,,-0.06880859375,0.0359375,-0.979296875,0,0,24.01935658217082,2.45928185410728,9766,0,59.070364947340614,0,0,0,0,0.20123046875,,
39.218378050000624,1283.3333333333314,,,,-0.07466796875,0.0390234375,-0.96623046875,0,0,24.01497386915401,2.648130340521235,11523,0,63.59478101318762,0,0,0,0,0.29681640625,,
45.540620900000704,1322.22222222222,,,,-0.0651171875,0.04087890625,-0.96650390625,0,0,24.009998443929796,2.8842463456444745,13372,0,69.2507541830347,0,0,0,0,0.25408203125,,
51.86996475000068,1361.1111111111104,,,,-0.06736328125,0.0362890625,-0.97841796875,0,0,24.004097693414096,3.1548610880898296,15062,0,75.7295981919529,0,0,0,0,0.27140625,,
58.20076105000064,1400,,,,-0.07091796875,0.03748046875,-0.975703125,0,0,23.998785886222553,3.442486088169579,16711,0,82.61548848312589,0,0,0,0,0.30009765625,,
